Time	Lead II
4.52	0.0683672
4.53	0.0886748
4.54	0.13239
4.55	0.177715
4.56	0.206774
4.57	0.267695
4.58	0.287664
4.59	0.323841
4.6	0.348714
4.61	0.329857
4.62	0.31241
4.63	0.230944
4.64	0.160547
4.65	0.0914818
4.66	0.0144259
4.67	-0.0113807
4.68	-0.0576901
4.69	-0.0718445
4.7	-0.0777856
4.71	-0.0986003
4.72	-0.0822409
4.73	-0.0975194
4.74	-0.090403
4.75	-0.0846068
4.76	-0.0992083
4.77	-0.0799705
4.78	-0.0980807
4.79	-0.0963782
4.8	-0.0956437
4.81	-0.116105
4.82	-0.100766
4.83	-0.117866
4.84	-0.114789
4.85	-0.108305
4.86	-0.110652
4.87	-0.0734887
4.88	-0.0759465
4.89	-0.051543
4.9	-0.0294591
4.91	-0.0513818
4.92	-0.0566154
4.93	-0.106417
4.94	-0.137211
4.95	-0.15535
4.96	-0.181352
4.97	-0.166317
4.98	-0.1854
4.99	-0.183154
5	-0.18028
5.01	-0.203465
5.02	-0.206722
5.03	-0.208611
5.04	0.000354642
5.05	0.411115
5.06	0.629686
5.07	0.496821
5.08	0.164305
5.09	-0.065921
5.1	-0.14302
5.11	-0.146734
5.12	-0.0929918
5.13	-0.0816682
5.14	-0.0549401
5.15	-0.0251877
5.16	-0.0161541
5.17	0.0261895
5.18	0.0376656
5.19	0.0756235
5.2	0.116343
5.21	0.134455
5.22	0.193244
5.23	0.223469
5.24	0.268299
5.25	0.306796
5.26	0.310857
5.27	0.334228
5.28	0.300597
5.29	0.254619
5.3	0.191473
5.31	0.102706
5.32	0.055734
5.33	-0.00990058
5.34	-0.0415795
5.35	-0.0574132
5.36	-0.0843854
5.37	-0.0693667
5.38	-0.0846323
5.39	-0.0764571
5.4	-0.0631538
5.41	-0.0770438
5.42	-0.0596785
5.43	-0.0756718
5.44	-0.0732044
5.45	-0.0687858
5.46	-0.0894154
5.47	-0.0731582
5.48	-0.0918345
5.49	-0.096035
5.5	-0.0963243
5.51	-0.117007
5.52	-0.100125
5.53	-0.116417
5.54	-0.111589
5.55	-0.0921559
5.56	-0.0863448
5.57	-0.0473404
5.58	-0.0444349
5.59	-0.0206438
5.6	-0.00744784
5.61	-0.0412342
5.62	-0.050537
5.63	-0.0962677
5.64	-0.122085
5.65	-0.133191
5.66	-0.157601
5.67	-0.142507
5.68	-0.161232
5.69	-0.16168
5.7	-0.157013
5.71	-0.190892
5.72	-0.187535
5.73	-0.10139
5.74	0.249775
5.75	0.640199
5.76	0.652293
5.77	0.353487
5.78	0.00845771
5.79	-0.136903
5.8	-0.137978
5.81	-0.124017
5.82	-0.0789972
5.83	-0.0752038
5.84	-0.0585537
5.85	-0.0352289
5.86	-0.0337136
5.87	0.00799788
5.88	0.0230813
5.89	0.0584848
5.9	0.103012
5.91	0.128988
5.92	0.197636
5.93	0.233143
5.94	0.275861
5.95	0.315565
5.96	0.317236
5.97	0.332445
5.98	0.285485
5.99	0.225668
6	0.153457
6.01	0.0557437
6.02	0.009373
6.03	-0.0504901
6.04	-0.0774806
6.05	-0.0863833
6.06	-0.1133
6.07	-0.0977817
6.08	-0.112656
6.09	-0.110102
6.1	-0.0976188
6.11	-0.110013
6.12	-0.0885869
6.13	-0.102496
6.14	-0.103579
6.15	-0.0977689
6.16	-0.117264
6.17	-0.100934
6.18	-0.116914
6.19	-0.119873
6.2	-0.117712
6.21	-0.139541
6.22	-0.121591
6.23	-0.128005
6.24	-0.106748
6.25	-0.0752816
6.26	-0.0750512
6.27	-0.0352315
6.28	-0.0334996
6.29	-0.0396972
6.3	-0.0527849
6.31	-0.0995631
6.32	-0.113074
6.33	-0.147773
6.34	-0.155822
6.35	-0.151617
6.36	-0.171954
6.37	-0.155066
6.38	-0.171894
6.39	-0.180472
6.4	-0.194273
6.41	-0.195373
6.42	0.0231421
6.43	0.409151
6.44	0.65238
6.45	0.515381
6.46	0.157126
6.47	-0.0717631
6.48	-0.159217
6.49	-0.138812
6.5	-0.0956437
6.51	-0.0903875
6.52	-0.0544576
6.53	-0.0508481
6.54	-0.0316437
6.55	-0.00310468
6.56	0.00220744
6.57	0.0520008
6.58	0.0784775
6.59	0.121548
6.6	0.176603
6.61	0.20581
6.62	0.270865
6.63	0.299155
6.64	0.328157
6.65	0.349519
6.66	0.314056
6.67	0.279062
6.68	0.188182
6.69	0.106981
6.7	0.0439283
6.71	-0.0327893
6.72	-0.055363
6.73	-0.0945067
6.74	-0.108556
6.75	-0.103977
6.76	-0.125286
6.77	-0.108057
6.78	-0.118547
6.79	-0.116469
6.8	-0.104685
6.81	-0.11929
6.82	-0.0992398
6.83	-0.114226
6.84	-0.117518
6.85	-0.111272
6.86	-0.135801
6.87	-0.122121
6.88	-0.135822
6.89	-0.130713
6.9	-0.104269
6.91	-0.105359
6.92	-0.0725704
6.93	-0.061711
6.94	-0.0425714
6.95	-0.0380514
6.96	-0.0831885
6.97	-0.0986446
6.98	-0.143679
6.99	-0.164825
7	-0.164382
7.01	-0.188968
7.02	-0.175922
7.03	-0.188993
7.04	-0.189887
7.05	-0.187233
7.06	-0.231659
7.07	-0.195745
7.08	0.00836872
7.09	0.400193
7.1	0.604672
7.11	0.417332
7.12	0.132003
7.13	-0.0996625
7.14	-0.177032
7.15	-0.150031
7.16	-0.131535
7.17	-0.0851933
7.18	-0.0759064
7.19	-0.0557786
7.2	-0.0201762
7.21	-0.0143266
7.22	0.0270138
7.23	0.046082
7.24	0.0837353
7.25	0.136326
7.26	0.160169
7.27	0.219667
7.28	0.248243
7.29	0.279607
7.3	0.312152
7.31	0.300337
7.32	0.299026
7.33	0.237392
7.34	0.162001
7.35	0.0953547
7.36	0.00958568
7.37	-0.0248671
7.38	-0.0713022
7.39	-0.092745
7.4	-0.0873571
7.41	-0.106182
7.42	-0.0870111
7.43	-0.0945588
7.44	-0.0902738
7.45	-0.0730187
7.46	-0.0897294
7.47	-0.0707586
7.48	-0.0811604
7.49	-0.0833575
7.5	-0.0756364
7.51	-0.099915
7.52	-0.0805154
7.53	-0.0795692
7.54	-0.0644025
7.55	-0.0374121
7.56	-0.039878
7.57	-0.00036283
7.58	-0.00160788
7.59	-0.0208973
7.6	-0.0407523
7.61	-0.0978511
7.62	-0.112442
7.63	-0.139269
7.64	-0.148454
7.65	-0.139672
7.66	-0.161945
7.67	-0.147342
7.68	-0.159241
7.69	-0.175128
7.7	-0.183436
7.71	-0.134077
7.72	0.185363
7.73	0.564658
7.74	0.646805
7.75	0.404426
7.76	0.0697964
7.77	-0.0896838
7.78	-0.132322
7.79	-0.107445
7.8	-0.0652781
7.81	-0.0634209
7.82	-0.0267796
7.83	-0.0150232
7.84	0.0052949
7.85	0.0436111
7.86	0.0556254
7.87	0.106367
7.88	0.132534
7.89	0.171136
7.9	0.23044
7.91	0.259708
7.92	0.320436
7.93	0.343118
7.94	0.356671
7.95	0.361687
7.96	0.299719
7.97	0.246609
7.98	0.159241
7.99	0.0824299
8	0.0343029
8.01	-0.0297485
8.02	-0.0420591
8.03	-0.0692053
8.04	-0.0824329
8.05	-0.0749477
8.06	-0.0959541
8.07	-0.0780467
8.08	-0.0865382
8.09	-0.0926735
8.1	-0.0832294
8.11	-0.104454
8.12	-0.0897532
8.13	-0.101042
8.14	-0.109569
8.15	-0.10368
8.16	-0.130155
8.17	-0.115365
8.18	-0.115328
8.19	-0.102391
8.2	-0.0727701
8.21	-0.0742032
8.22	-0.0371166
8.23	-0.0400179
8.24	-0.0598315
8.25	-0.0726558
8.26	-0.124362
8.27	-0.138066
8.28	-0.164859
8.29	-0.178549
8.3	-0.168998
8.31	-0.189893
8.32	-0.177137
8.33	-0.191267
8.34	-0.211821
8.35	-0.220148
8.36	-0.181766
8.37	0.123643
8.38	0.527908
8.39	0.655154
8.4	0.415053
8.41	0.0485534
8.42	-0.125246
8.43	-0.164608
8.44	-0.140283
8.45	-0.09823
8.46	-0.0991417
8.47	-0.0670253
8.48	-0.0561494
8.49	-0.037033
8.5	0.00360754
8.51	0.0153757
8.52	0.0662373
8.53	0.0968558
8.54	0.13619
8.55	0.202102
8.56	0.235702
8.57	0.297198
8.58	0.324771
8.59	0.341954
8.6	0.355366
8.61	0.30063
8.62	0.24887
8.63	0.159245
8.64	0.0740609
8.65	0.0219059
8.66	-0.044237
8.67	-0.0562405
8.68	-0.0775343
8.69	-0.0886399
8.7	-0.07505
8.71	-0.0916825
8.72	-0.0743884
8.73	-0.0776966
8.74	-0.0773887
8.75	-0.0595545
8.76	-0.0768833
8.77	-0.0593086
8.78	-0.0665404
8.79	-0.0750841
8.8	-0.0639089
8.81	-0.0872556
8.82	-0.0760432
8.83	-0.0858885
8.84	-0.0957789
8.85	-0.0876822
8.86	-0.11269
8.87	-0.100579
8.88	-0.104785
8.89	-0.0984028
8.9	-0.0640266
8.91	-0.0672027
8.92	-0.034071
8.93	-0.0178511
8.94	-0.0172561
8.95	-0.0198494
8.96	-0.0671714
8.97	-0.084916
8.98	-0.121151
8.99	-0.148
9	-0.145019
9.01	-0.168621
9.02	-0.155958
9.03	-0.164865
9.04	-0.175428
9.05	-0.177289
9.06	-0.213618
9.07	-0.116658
9.08	0.20052
9.09	0.596568
9.1	0.691616
9.11	0.37255
9.12	0.0378895
9.13	-0.132204
9.14	-0.149297
9.15	-0.102385
9.16	-0.0990296
9.17	-0.0724017
9.18	-0.066809
9.19	-0.0587194
9.2	-0.0243073
9.21	-0.02049
9.22	0.0200913
9.23	0.0470119
9.24	0.0787612
9.25	0.135833
9.26	0.161168
9.27	0.22295
9.28	0.261392
9.29	0.289438
9.3	0.327975
9.31	0.307989
9.32	0.286762
9.33	0.214247
9.34	0.123159
9.35	0.0546394
9.36	-0.0348358
9.37	-0.0704843
9.38	-0.107516
9.39	-0.1336
9.4	-0.124931
9.41	-0.143912
9.42	-0.127706
9.43	-0.129803
9.44	-0.132134
9.45	-0.112441
9.46	-0.128832
9.47	-0.11056
9.48	-0.111391
9.49	-0.116929
9.5	-0.100903
9.51	-0.120606
9.52	-0.106323
9.53	-0.112745
9.54	-0.122737
9.55	-0.10854
9.56	-0.130003
9.57	-0.115683
9.58	-0.117648
9.59	-0.123053
9.6	-0.106198
9.61	-0.125121
9.62	-0.110293
9.63	-0.112405
9.64	-0.109165
9.65	-0.0661872
9.66	-0.0572528
9.67	-0.0206162
9.68	0.00223153
9.69	0.0126734
9.7	0.0236736
9.71	-0.0151693
9.72	-0.0248216
9.73	-0.0519313
9.74	-0.0751239
9.75	-0.0651331
9.76	-0.087074
9.77	-0.0758261
9.78	-0.082362
9.79	-0.0941636
9.8	-0.0863264
9.81	-0.12612
9.82	-0.084318
9.83	0.138326
9.84	0.526483
9.85	0.740505
9.86	0.541361
9.87	0.215448
9.88	-0.0157934
9.89	-0.0847749
9.9	-0.0452224
9.91	-0.0347228
9.92	-0.00420208
9.93	0.00557188
9.94	0.0078778
9.95	0.0371942
9.96	0.0383136
9.97	0.0751258
9.98	0.0991867
9.99	0.125247
10	0.183018
10.01	0.208197
10.02	0.266118
10.03	0.305593
10.04	0.336581
10.05	0.383062
10.06	0.375209
10.07	0.371235
10.08	0.31624
10.09	0.230465
10.1	0.160488
10.11	0.0626593
10.12	0.0141435
10.13	-0.0300082
10.14	-0.0629489
10.15	-0.0596292
10.16	-0.085876
10.17	-0.0761191
10.18	-0.0793738
10.19	-0.0863497
10.2	-0.0677024
10.21	-0.0869531
10.22	-0.0730566
10.23	-0.0707963
10.24	-0.079313
10.25	-0.0681236
10.26	-0.096703
10.27	-0.0935738
10.28	-0.103101
10.29	-0.118386
10.3	-0.107885
10.31	-0.132857
10.32	-0.123834
10.33	-0.12576
10.34	-0.134343
10.35	-0.119693
10.36	-0.137687
10.37	-0.114805
10.38	-0.0962578
10.39	-0.0898286
10.4	-0.0569896
10.41	-0.0522325
10.42	-0.0301786
10.43	-0.0484806
10.44	-0.0845665
10.45	-0.096
10.46	-0.142837
10.47	-0.150276
10.48	-0.16368
10.49	-0.17734
10.5	-0.163877
10.51	-0.186268
10.52	-0.176568
10.53	-0.189725
10.54	-0.2227
10.55	-0.155903
10.56	0.100293
10.57	0.499763
10.58	0.599605
10.59	0.359706
10.6	0.0808016
10.61	-0.11936
10.62	-0.154587
10.63	-0.130678
10.64	-0.10517
10.65	-0.0627711
10.66	-0.0616859
10.67	-0.0303286
10.68	-0.0104615
10.69	0.00294352
10.7	0.0467614
10.71	0.058809
10.72	0.10489
10.73	0.142643
10.74	0.174968
10.75	0.236182
10.76	0.260422
10.77	0.305677
10.78	0.324105
10.79	0.314303
10.8	0.307845
10.81	0.238491
10.82	0.177519
10.83	0.0999907
10.84	0.024195
10.85	-0.00688684
10.86	-0.0583991
10.87	-0.0665004
10.88	-0.0769455
10.89	-0.0913181
10.9	-0.0737024
10.91	-0.0912097
10.92	-0.0742436
10.93	-0.0679408
10.94	-0.077157
10.95	-0.0602572
10.96	-0.0801974
10.97	-0.0729926
10.98	-0.0773084
10.99	-0.0915775
11	-0.0752914
11.01	-0.0949759
11.02	-0.0874614
11.03	-0.0907761
11.04	-0.100297
11.05	-0.0756553
11.06	-0.0788829
11.07	-0.0499968
11.08	-0.0351116
11.09	-0.0262161
11.1	0.00903761
11.11	-0.0125422
11.12	-0.0239029
11.13	-0.0555204
11.14	-0.10213
11.15	-0.10934
11.16	-0.141176
11.17	-0.138152
11.18	-0.143379
11.19	-0.159014
11.2	-0.146514
11.21	-0.176981
11.22	-0.192336
11.23	-0.183798
11.24	-0.0147632
11.25	0.40081
11.26	0.654017
11.27	0.543667
11.28	0.216217
11.29	-0.057561
11.3	-0.141412
11.31	-0.155364
11.32	-0.111007
11.33	-0.0804014
11.34	-0.07125
11.35	-0.0346007
11.36	-0.0313385
11.37	0.00158487
11.38	0.0257526
11.39	0.0391534
11.4	0.0928419
11.41	0.120897
11.42	0.180765
11.43	0.233276
11.44	0.272511
11.45	0.334178
11.46	0.34653
11.47	0.365293
11.48	0.344852
11.49	0.278608
11.5	0.219296
11.51	0.116242
11.52	0.0513927
11.53	-0.00335837
11.54	-0.0517783
11.55	-0.0551548
11.56	-0.0868975
11.57	-0.0866424
11.58	-0.0881487
11.59	-0.0981504
11.6	-0.0748751
11.61	-0.0871402
11.62	-0.0746165
11.63	-0.070691
11.64	-0.0817819
11.65	-0.0636455
11.66	-0.0827835
11.67	-0.0757343
11.68	-0.0772958
11.69	-0.0955837
11.7	-0.0844031
11.71	-0.107517
11.72	-0.101994
11.73	-0.102926
11.74	-0.116775
11.75	-0.0981513
11.76	-0.112457
11.77	-0.0843916
11.78	-0.0571744
11.79	-0.0523948
11.8	-0.0144745
11.81	-0.0178175
11.82	-0.0157895
11.83	-0.0359691
